Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:49
-----------------------------------------------------------------------------
Output data for request: PRINCIPAL_STRESS
Description: Principal Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP       Max.       Min.     vmax_x     vmax_y     vmin_x     vmin_y 
Units                    MPa        MPa          m          m          m          m 
    4  1566     4  1.6114947 -0.0035271  0.9999967  0.0025565 -0.0025565  0.9999967 
    4  1567     1  1.6173695 -0.0019542  0.9999958  0.0028953 -0.0028953  0.9999958 
    4  1567     2  1.6169316 -0.0011032  0.9999934  0.0036449 -0.0036449  0.9999934 
    4  1567     3  1.6133819 -0.0034651  0.9999971  0.0023939 -0.0023939  0.9999971 
    4  1567     4  1.6128691 -0.0026524  0.9999951  0.0031257 -0.0031257  0.9999951 
    4  1568     1  1.6205980 -0.0031933  0.9999975  0.0022531 -0.0022531  0.9999975 
    4  1568     2  1.6247572 -0.0016765  0.9999963  0.0027258 -0.0027258  0.9999963 
    4  1568     3  1.6201712 -0.0024046  0.9999954  0.0030331 -0.0030331  0.9999954 
    4  1568     4  1.6244069 -0.0008592  0.9999938  0.0035155 -0.0035155  0.9999938 
    4  1569     1  1.6185734 -0.0024762  0.9999948  0.0032194 -0.0032194  0.9999948 
    4  1569     2  1.6189953 -0.0032511  0.9999971  0.0024089 -0.0024089  0.9999971 
    4  1569     3  1.6229463 -0.0008996  0.9999931  0.0037015 -0.0037015  0.9999931 
    4  1569     4  1.6233080 -0.0016998  0.9999959  0.0028807 -0.0028807  0.9999959 
    4  1570     1  1.6061343 -0.0037649  0.9999968  0.0025281 -0.0025281  0.9999968 
    4  1570     2  1.6100009 -0.0022239  0.9999953  0.0030719 -0.0030719  0.9999953 
    4  1570     3  1.6055540 -0.0028728  0.9999948  0.0032292 -0.0032292  0.9999948 
    4  1570     4  1.6094769 -0.0012904  0.9999928  0.0037946 -0.0037946  0.9999928 
    4  1571     1  1.6034867 -0.0029407  0.9999941  0.0034487 -0.0034487  0.9999941 
    4  1571     2  1.6040210 -0.0038272  0.9999964  0.0026923 -0.0026923  0.9999964 
    4  1571     3  1.6076205 -0.0013366  0.9999920  0.0040007 -0.0040007  0.9999920 
    4  1571     4  1.6081080 -0.0022525  0.9999948  0.0032291 -0.0032291  0.9999948 
    4  1572     1  1.6000009 -0.0015718  0.9999915  0.0041267 -0.0041267  0.9999915 
    4  1572     2  1.5959234 -0.0031964  0.9999937  0.0035495 -0.0035495  0.9999937 
    4  1572     3  1.6005449 -0.0025277  0.9999943  0.0033736 -0.0033736  0.9999943 
    4  1572     4  1.5965024 -0.0041255  0.9999960  0.0028111 -0.0028111  0.9999960 
    4  1573     1  1.6026156 -0.0024698  0.9999949  0.0032020 -0.0032020  0.9999949 
    4  1573     2  1.6020262 -0.0014697  0.9999924  0.0039047 -0.0039047  0.9999924 
    4  1573     3  1.5987529 -0.0040621  0.9999966  0.0026209 -0.0026209  0.9999966 
    4  1573     4  1.5981417 -0.0030906  0.9999945  0.0033073 -0.0033073  0.9999945 
    4  1574     1  1.6042142 -0.0014169  0.9999931  0.0037134 -0.0037134  0.9999931 
    4  1574     2  1.6005367 -0.0030305  0.9999952  0.0031008 -0.0031008  0.9999952 
    4  1574     3  1.6049719 -0.0023823  0.9999953  0.0030647 -0.0030647  0.9999953 
    4  1574     4  1.6012886 -0.0039664  0.9999969  0.0024710 -0.0024710  0.9999969 
    4  1575     1  1.6074431 -0.0023309  0.9999958  0.0028948 -0.0028948  0.9999958 
    4  1575     2  1.6067576 -0.0009296  0.9999946  0.0032713 -0.0032713  0.9999946 
    4  1575     3  1.6047238 -0.0039314  0.9999975  0.0022539 -0.0022539  0.9999975 
    4  1575     4  1.6042253 -0.0027112  0.9999967  0.0025869 -0.0025869  0.9999967 
    4  1576     1  1.6117927 -0.0035531  0.9999974  0.0022977 -0.0022977  0.9999974 
    4  1576     2  1.6141276 -0.0023029  0.9999961  0.0027980 -0.0027980  0.9999961 
    4  1576     3  1.6112465 -0.0025661  0.9999966  0.0026153 -0.0026153  0.9999966 
    4  1576     4  1.6137728 -0.0011604  0.9999950  0.0031751 -0.0031751  0.9999950 
    4  1577     1  1.6080288 -0.0027739  0.9999956  0.0029621 -0.0029621  0.9999956 
    4  1577     2  1.6086617 -0.0036727  0.9999972  0.0023861 -0.0023861  0.9999972 
    4  1577     3  1.6114540 -0.0012559  0.9999937  0.0035385 -0.0035385  0.9999937 
    4  1577     4  1.6120288 -0.0022261  0.9999957  0.0029257 -0.0029257  0.9999957 
    4  1578     1  1.6186177 -0.0010597  0.9999942  0.0034114 -0.0034114  0.9999942 
    4  1578     2  1.6148894 -0.0025423  0.9999958  0.0028917 -0.0028917  0.9999958 
    4  1578     3  1.6190561 -0.0019439  0.9999962  0.0027387 -0.0027387  0.9999962 
    4  1578     4  1.6154568 -0.0033644  0.9999975  0.0022449 -0.0022449  0.9999975 
    4  1579     1  1.6206968 -0.0018917  0.9999966  0.0025952 -0.0025952  0.9999966 
    4  1579     2  1.6202944 -0.0010412  0.9999948  0.0032349 -0.0032349  0.9999948 
    4  1579     3  1.6172806 -0.0032557  0.9999978  0.0021162 -0.0021162  0.9999978 
    4  1579     4  1.6166944 -0.0024697  0.9999963  0.0027357 -0.0027357  0.9999963 
    4  1580     1  1.6235974 -0.0030150  0.9999980  0.0020201 -0.0020201  0.9999980 
    4  1580     2  1.6274532 -0.0016388  0.9999970  0.0024317 -0.0024317  0.9999970 
    4  1580     3  1.6231660 -0.0023624  0.9999962  0.0027661 -0.0027661  0.9999962 
    4  1580     4  1.6271690 -0.0009416  0.9999949  0.0031860 -0.0031860  0.9999949 
    4  1581     1  1.6217105 -0.0023813  0.9999959  0.0028747 -0.0028747  0.9999959 
    4  1581     2  1.6221782 -0.0030955  0.9999978  0.0021186 -0.0021186  0.9999978 
    4  1581     3  1.6258090 -0.0008999  0.9999945  0.0033290 -0.0033290  0.9999945 
    4  1581     4  1.6261573 -0.0016525  0.9999967  0.0025637 -0.0025637  0.9999967 
    4  1582     1  1.6245947 -0.0023353  0.9999966  0.0026266 -0.0026266  0.9999966 
    4  1582     2  1.6250040 -0.0029158  0.9999981  0.0019321 -0.0019321  0.9999981 
    4  1582     3  1.6283058 -0.0010154  0.9999954  0.0030191 -0.0030191  0.9999954 
    4  1582     4  1.6285641 -0.0016566  0.9999974  0.0023012 -0.0023012  0.9999974 
    4  1583     1  1.6218334 -0.0012138  0.9999951  0.0031391 -0.0031391  0.9999951 
    4  1583     2  1.6182579 -0.0025130  0.9999963  0.0027350 -0.0027350  0.9999963 
    4  1583     3  1.6222938 -0.0018069  0.9999969  0.0024782 -0.0024782  0.9999969 
    4  1583     4  1.6188259 -0.0030905  0.9999979  0.0020647 -0.0020647  0.9999979 
    4  1584     1  1.6237115 -0.0017618  0.9999974  0.0022993 -0.0022993  0.9999974 
    4  1584     2  1.6231586 -0.0009451  0.9999956  0.0029671 -0.0029671  0.9999956 
    4  1584     3  1.6202645 -0.0031182  0.9999983  0.0018305 -0.0018305  0.9999983 
    4  1584     4  1.6199474 -0.0023319  0.9999970  0.0024414 -0.0024414  0.9999970 
    4  1585     1  1.6268018 -0.0028314  0.9999984  0.0018048 -0.0018048  0.9999984 
    4  1585     2  1.6295742 -0.0017626  0.9999977  0.0021659 -0.0021659  0.9999977 
    4  1585     3  1.6264088 -0.0021350  0.9999973  0.0023225 -0.0023225  0.9999973 
    4  1585     4  1.6294309 -0.0009530  0.9999963  0.0027278 -0.0027278  0.9999963 
    4  1586     1  1.6135415 -0.0032525  0.9999978  0.0021146 -0.0021146  0.9999978 
    4  1586     2  1.6180862 -0.0018591  0.9999973  0.0023033 -0.0023033  0.9999973 
    4  1586     3  1.6144029 -0.0027924  0.9999953  0.0030587 -0.0030587  0.9999953 
    4  1586     4  1.6177845 -0.0017932  0.9999954  0.0030244 -0.0030244  0.9999954 
    4  1587     1  1.6130586 -0.0026354  0.9999967  0.0025495 -0.0025495  0.9999967 
    4  1587     2  1.6139747 -0.0033743  0.9999976  0.0021932 -0.0021932  0.9999976 
    4  1587     3  1.6158671 -0.0013957  0.9999954  0.0030268 -0.0030268  0.9999954 
    4  1587     4  1.6162403 -0.0022459  0.9999965  0.0026354 -0.0026354  0.9999965 
    4  1588     1  1.6110848 -0.0010759  0.9999969  0.0024842 -0.0024842  0.9999969 
    4  1588     2  1.6112739 -0.0026533  0.9999967  0.0025606 -0.0025606  0.9999967 
    4  1588     3  1.6096570 -0.0027517  0.9999955  0.0030024 -0.0030024  0.9999955 
    4  1588     4  1.6101408 -0.0035385  0.9999957  0.0029357 -0.0029357  0.9999957 
    4  1589     1  1.6272253 -0.0022481  0.9999973  0.0023225 -0.0023225  0.9999973 
    4  1589     2  1.6278756 -0.0026494  0.9999985  0.0017536 -0.0017536  0.9999985 
    4  1589     3  1.6303706 -0.0012231  0.9999967  0.0025600 -0.0025600  0.9999967 
    4  1589     4  1.6304667 -0.0017279  0.9999979  0.0020269 -0.0020269  0.9999979 
    4  1590     1  1.6251867 -0.0008944  0.9999973  0.0023389 -0.0023389  0.9999973 
    4  1590     2  1.6244710 -0.0022351  0.9999980  0.0020230 -0.0020230  0.9999980 
    4  1590     3  1.6250517 -0.0021476  0.9999971  0.0024229 -0.0024229  0.9999971 
    4  1590     4  1.6245358 -0.0028749  0.9999977  0.0021611 -0.0021611  0.9999977 
    4  1591     1  1.6269040 -0.0025934  0.9999981  0.0019536 -0.0019536  0.9999981 
    4  1591     2  1.6305164 -0.0014700  0.9999984  0.0017741 -0.0017741  0.9999984 
    4  1591     3  1.6281852 -0.0026772  0.9999966  0.0026254 -0.0026254  0.9999966 
    4  1591     4  1.6307463 -0.0017814  0.9999972  0.0023468 -0.0023468  0.9999972 
    4  1592     1  1.6263632 -0.0029277  0.9999970  0.0024587 -0.0024587  0.9999970 
    4  1592     2  1.6257437 -0.0020110  0.9999976  0.0022044 -0.0022044  0.9999976 
    4  1592     3  1.6284201 -0.0017553  0.9999980  0.0019944 -0.0019944  0.9999980 
    4  1592     4  1.6276337 -0.0009727  0.9999984  0.0017896 -0.0017896  0.9999984 
    4  1593     1  1.6230960 -0.0017113  0.9999974  0.0022963 -0.0022963  0.9999974 
    4  1593     2  1.6201567 -0.0030255  0.9999961  0.0027934 -0.0027934  0.9999961 
    4  1593     3  1.6220586 -0.0009157  0.9999984  0.0017664 -0.0017664  0.9999984 
    4  1593     4  1.6193969 -0.0022834  0.9999973  0.0023165 -0.0023165  0.9999973 
    4  1594     1  1.6202799 -0.0012666  0.9999986  0.0016452 -0.0016452  0.9999986 
    4  1594     2  1.6210825 -0.0018842  0.9999975  0.0022400 -0.0022400  0.9999975 
    4  1594     3  1.6172462 -0.0024506  0.9999979  0.0020523 -0.0020523  0.9999979 
    4  1594     4  1.6179198 -0.0030904  0.9999965  0.0026428 -0.0026428  0.9999965 
    4  1595     1  1.6230167 -0.0021905  0.9999979  0.0020715 -0.0020715  0.9999979 
    4  1595     2  1.6253345 -0.0011420  0.9999986  0.0016719 -0.0016719  0.9999986 
    4  1595     3  1.6235799 -0.0027984  0.9999969  0.0024828 -0.0024828  0.9999969 
    4  1595     4  1.6259747 -0.0018129  0.9999977  0.0021279 -0.0021279  0.9999977 
    4  1596     1  1.6111188 -0.0027580  0.9999978  0.0020862 -0.0020862  0.9999978 
    4  1596     2  1.6145038 -0.0015701  0.9999985  0.0017391 -0.0017391  0.9999985 
    4  1596     3  1.6116803 -0.0032590  0.9999961  0.0028091 -0.0028091  0.9999961 
    4  1596     4  1.6152732 -0.0020183  0.9999970  0.0024636 -0.0024636  0.9999970 
    4  1597     1  1.6137028 -0.0033027  0.9999957  0.0029446 -0.0029446  0.9999957 
    4  1597     2  1.6129489 -0.0025768  0.9999975  0.0022206 -0.0022206  0.9999975 
    4  1597     3  1.6173870 -0.0019589  0.9999968  0.0025232 -0.0025232  0.9999968 
    4  1597     4  1.6164448 -0.0013660  0.9999982  0.0018726 -0.0018726  0.9999982 
    4  1598     1  1.6102564 -0.0017866  0.9999958  0.0028846 -0.0028846  0.9999958 
    4  1598     2  1.6054444 -0.0032911  0.9999951  0.0031378 -0.0031378  0.9999951 
    4  1598     3  1.6093047 -0.0016513  0.9999983  0.0018207 -0.0018207  0.9999983 
    4  1598     4  1.6050304 -0.0030461  0.9999976  0.0021973 -0.0021973  0.9999976 
    4  1599     1  1.6086495 -0.0019261  0.9999983  0.0018498 -0.0018498  0.9999983 
    4  1599     2  1.6092194 -0.0020554  0.9999964  0.0026914 -0.0026914  0.9999964 
    4  1599     3  1.6048258 -0.0030990  0.9999980  0.0019928 -0.0019928  0.9999980 
    4  1599     4  1.6050336 -0.0033470  0.9999959  0.0028698 -0.0028698  0.9999959 
    4  1600     1  1.6082174 -0.0023699  0.9999969  0.0024915 -0.0024915  0.9999969 
    4  1600     2  1.6047007 -0.0035245  0.9999962  0.0027607 -0.0027607  0.9999962 
    4  1600     3  1.6078477 -0.0019841  0.9999984  0.0017957 -0.0017957  0.9999984 
    4  1600     4  1.6044709 -0.0030668  0.9999980  0.0020171 -0.0020171  0.9999980 
    4  1601     1  1.6068735 -0.0019526  0.9999986  0.0016732 -0.0016732  0.9999986 
    4  1601     2  1.6072957 -0.0024140  0.9999974  0.0023001 -0.0023001  0.9999974 
    4  1601     3  1.6036469 -0.0030616  0.9999980  0.0019789 -0.0019789  0.9999980 
    4  1601     4  1.6041315 -0.0035345  0.9999965  0.0026360 -0.0026360  0.9999965 
    4  1602     1  1.6091188 -0.0028434  0.9999982  0.0018722 -0.0018722  0.9999982 
    4  1602     2  1.6124117 -0.0016900  0.9999988  0.0015390 -0.0015390  0.9999988 
    4  1602     3  1.6095469 -0.0034008  0.9999967  0.0025515 -0.0025515  0.9999967 
    4  1602     4  1.6128266 -0.0022407  0.9999976  0.0022082 -0.0022082  0.9999976 
    4  1603     1  1.6104829 -0.0033565  0.9999964  0.0026648 -0.0026648  0.9999964 
    4  1603     2  1.6100677 -0.0028075  0.9999981  0.0019590 -0.0019590  0.9999981 
    4  1603     3  1.6138998 -0.0021728  0.9999973  0.0023325 -0.0023325  0.9999973 
    4  1603     4  1.6134046 -0.0016570  0.9999987  0.0016403 -0.0016403  0.9999987 
    4  1604     1  1.6195250 -0.0019866  0.9999976  0.0022034 -0.0022034  0.9999976 
    4  1604     2  1.6162615 -0.0031384  0.9999968  0.0025406 -0.0025406  0.9999968 
    4  1604     3  1.6190138 -0.0014392  0.9999988  0.0015370 -0.0015370  0.9999988 
    4  1604     4  1.6157741 -0.0025997  0.9999982  0.0018889 -0.0018889  0.9999982 
    4  1605     1  1.6181021 -0.0015042  0.9999990  0.0014265 -0.0014265  0.9999990 
    4  1605     2  1.6184966 -0.0020363  0.9999978  0.0021189 -0.0021189  0.9999978 
    4  1605     3  1.6147222 -0.0026731  0.9999985  0.0017526 -0.0017526  0.9999985 
    4  1605     4  1.6151495 -0.0031938  0.9999970  0.0024416 -0.0024416  0.9999970 
    4  1606     1  1.6204198 -0.0024965  0.9999987  0.0016178 -0.0016178  0.9999987 
    4  1606     2  1.6238741 -0.0013367  0.9999991  0.0013240 -0.0013240  0.9999991 
    4  1606     3  1.6207983 -0.0029752  0.9999973  0.0023300 -0.0023300  0.9999973 
    4  1606     4  1.6241528 -0.0018496  0.9999979  0.0020459 -0.0020459  0.9999979 
    4  1607     1  1.6218178 -0.0028752  0.9999971  0.0024119 -0.0024119  0.9999971 
    4  1607     2  1.6213550 -0.0024298  0.9999984  0.0017880 -0.0017880  0.9999984 
    4  1607     3  1.6248529 -0.0018343  0.9999977  0.0021298 -0.0021298  0.9999977 
    4  1607     4  1.6244881 -0.0013307  0.9999989  0.0014694 -0.0014694  0.9999989 
    4  1608     1  1.6176587 -0.0020624  0.9999980  0.0020222 -0.0020222  0.9999980 
    4  1608     2  1.6142020 -0.0032685  0.9999972  0.0023663 -0.0023663  0.9999972 
    4  1608     3  1.6173804 -0.0014517  0.9999991  0.0013115 -0.0013115  0.9999991 
    4  1608     4  1.6138772 -0.0026702  0.9999986  0.0016564 -0.0016564  0.9999986 
    4  1609     1  1.6166727 -0.0014142  0.9999993  0.0012007 -0.0012007  0.9999993 
    4  1609     2  1.6169294 -0.0020846  0.9999982  0.0019204 -0.0019204  0.9999982 
    4  1609     3  1.6131165 -0.0026668  0.9999988  0.0015663 -0.0015663  0.9999988 
    4  1609     4  1.6134121 -0.0033278  0.9999974  0.0022861 -0.0022861  0.9999974 
    4  1610     1  1.6190346 -0.0024841  0.9999990  0.0014335 -0.0014335  0.9999990 
    4  1610     2  1.6226312 -0.0012447  0.9999994  0.0010924 -0.0010924  0.9999994 
    4  1610     3  1.6192977 -0.0031159  0.9999976  0.0021773 -0.0021773  0.9999976 
    4  1610     4  1.6228694 -0.0018781  0.9999983  0.0018314 -0.0018314  0.9999983 
    4  1611     1  1.6199902 -0.0030752  0.9999974  0.0022595 -0.0022595  0.9999974 
    4  1611     2  1.6197086 -0.0025187  0.9999989  0.0015163 -0.0015163  0.9999989 
    4  1611     3  1.6235213 -0.0018764  0.9999981  0.0019441 -0.0019441  0.9999981 
    4  1611     4  1.6232932 -0.0013097  0.9999993  0.0012053 -0.0012053  0.9999993 
    4  1612     1  1.6073023 -0.0028294  0.9999985  0.0017304 -0.0017304  0.9999985 
    4  1612     2  1.6107482 -0.0015540  0.9999991  0.0013196 -0.0013196  0.9999991 
    4  1612     3  1.6076422 -0.0035724  0.9999971  0.0024119 -0.0024119  0.9999971 
    4  1612     4  1.6110268 -0.0023186  0.9999980  0.0020079 -0.0020079  0.9999980 
    4  1613     1  1.6085714 -0.0034834  0.9999969  0.0024839 -0.0024839  0.9999969 
    4  1613     2  1.6081939 -0.0028198  0.9999984  0.0018107 -0.0018107  0.9999984 
    4  1613     3  1.6118738 -0.0022777  0.9999978  0.0021045 -0.0021045  0.9999978 
    4  1613     4  1.6115611 -0.0015985  0.9999990  0.0014308 -0.0014308  0.9999990 
    4  1614     1  1.6062329 -0.0025011  0.9999976  0.0021967 -0.0021967  0.9999976 
    4  1614     2  1.6031358 -0.0037152  0.9999966  0.0026189 -0.0026189  0.9999966 
    4  1614     3  1.6058749 -0.0017299  0.9999987  0.0015888 -0.0015888  0.9999987 
    4  1614     4  1.6026495 -0.0029789  0.9999980  0.0020177 -0.0020177  0.9999980 
    4  1615     1  1.6048738 -0.0017184  0.9999989  0.0014594 -0.0014594  0.9999989 
    4  1615     2  1.6052065 -0.0025634  0.9999978  0.0020988 -0.0020988  0.9999978 
    4  1615     3  1.6015585 -0.0030252  0.9999982  0.0019171 -0.0019171  0.9999982 
    4  1615     4  1.6019792 -0.0038261  0.9999968  0.0025374 -0.0025374  0.9999968 
    4  1616     1  1.6042658 -0.0025830  0.9999980  0.0019961 -0.0019961  0.9999980 
    4  1616     2  1.6007327 -0.0039078  0.9999970  0.0024328 -0.0024328  0.9999970 
    4  1616     3  1.6040062 -0.0017466  0.9999992  0.0012867 -0.0012867  0.9999992 
    4  1616     4  1.6004310 -0.0031002  0.9999985  0.0017392 -0.0017392  0.9999985 
    4  1617     1  1.6032911 -0.0017699  0.9999994  0.0011359 -0.0011359  0.9999994 
    4  1617     2  1.6034861 -0.0025860  0.9999982  0.0018899 -0.0018899  0.9999982 
    4  1617     3  1.5995506 -0.0031373  0.9999988  0.0015693 -0.0015693  0.9999988 
    4  1617     4  1.5997794 -0.0039297  0.9999973  0.0023093 -0.0023093  0.9999973 
    4  1618     1  1.6057651 -0.0028939  0.9999989  0.0014545 -0.0014545  0.9999989 
    4  1618     2  1.6094602 -0.0015621  0.9999995  0.0010446 -0.0010446  0.9999995 
    4  1618     3  1.6059423 -0.0036719  0.9999976  0.0021948 -0.0021948  0.9999976 
    4  1618     4  1.6096083 -0.0023576  0.9999984  0.0017948 -0.0017948  0.9999984 
    4  1619     1  1.6067260 -0.0036420  0.9999973  0.0023144 -0.0023144  0.9999973 
    4  1619     2  1.6064869 -0.0028540  0.9999987  0.0016077 -0.0016077  0.9999987 
    4  1619     3  1.6102537 -0.0023481  0.9999982  0.0019038 -0.0019038  0.9999982 
    4  1619     4  1.6100634 -0.0015356  0.9999993  0.0011857 -0.0011857  0.9999993 
    4  1620     1  1.5931812 -0.0033867  0.9999986  0.0016849 -0.0016849  0.9999986 
    4  1620     2  1.5969767 -0.0019789  0.9999992  0.0012260 -0.0012260  0.9999992 
    4  1620     3  1.5934659 -0.0042010  0.9999970  0.0024316 -0.0024316  0.9999970 
    4  1620     4  1.5972297 -0.0028197  0.9999980  0.0019894 -0.0019894  0.9999980 
    4  1621     1  1.5945886 -0.0041832  0.9999967  0.0025526 -0.0025526  0.9999967 
    4  1621     2  1.5942152 -0.0033415  0.9999983  0.0018589 -0.0018589  0.9999983 
    4  1621     3  1.5981562 -0.0028147  0.9999978  0.0020860 -0.0020860  0.9999978 
    4  1621     4  1.5978246 -0.0019359  0.9999991  0.0013706 -0.0013706  0.9999991 
    4  1622     1  1.5918781 -0.0030228  0.9999976  0.0022029 -0.0022029  0.9999976 
    4  1622     2  1.5881807 -0.0044464  0.9999964  0.0026924 -0.0026924  0.9999964 
    4  1622     3  1.5914610 -0.0021410  0.9999989  0.0014713 -0.0014713  0.9999989 
    4  1622     4  1.5877560 -0.0035895  0.9999980  0.0019787 -0.0019787  0.9999980 
    4  1623     1  1.5905061 -0.0021984  0.9999991  0.0013333 -0.0013333  0.9999991 
    4  1623     2  1.5908220 -0.0030506  0.9999978  0.0021048 -0.0021048  0.9999978 
    4  1623     3  1.5866338 -0.0036443  0.9999984  0.0018113 -0.0018113  0.9999984 
    4  1623     4  1.5869843 -0.0044692  0.9999967  0.0025661 -0.0025661  0.9999967 
    4  1624     1  1.6162371 -0.0021096  0.9999984  0.0018103 -0.0018103  0.9999984 
    4  1624     2  1.6126378 -0.0033900  0.9999976  0.0021923 -0.0021923  0.9999976 
    4  1624     3  1.6160655 -0.0013686  0.9999994  0.0010791 -0.0010791  0.9999994 
    4  1624     4  1.6124430 -0.0026575  0.9999989  0.0014640 -0.0014640  0.9999989 
    4  1625     1  1.6155266 -0.0013702  0.9999995  0.0009531 -0.0009531  0.9999995 
    4  1625     2  1.6156576 -0.0021252  0.9999986  0.0017026 -0.0017026  0.9999986 
    4  1625     3  1.6118517 -0.0026700  0.9999991  0.0013364 -0.0013364  0.9999991 
    4  1625     4  1.6119972 -0.0034156  0.9999978  0.0020801 -0.0020801  0.9999978 
    4  1626     1  1.6178743 -0.0024667  0.9999992  0.0012300 -0.0012300  0.9999992 
    4  1626     2  1.6215196 -0.0011856  0.9999996  0.0008590 -0.0008590  0.9999996 
    4  1626     3  1.6180043 -0.0032004  0.9999981  0.0019738 -0.0019738  0.9999981 
    4  1626     4  1.6216460 -0.0019225  0.9999987  0.0016052 -0.0016052  0.9999987 
    4  1627     1  1.6185963 -0.0031760  0.9999978  0.0020796 -0.0020796  0.9999978 
    4  1627     2  1.6184228 -0.0024514  0.9999991  0.0013397 -0.0013397  0.9999991 
    4  1627     3  1.6222213 -0.0018989  0.9999985  0.0017079 -0.0017079  0.9999985 
    4  1627     4  1.6220522 -0.0011753  0.9999995  0.0009699 -0.0009699  0.9999995 
    4  1628     1  1.6287229 -0.0010298  0.9999995  0.0009688 -0.0009688  0.9999995 
    4  1628     2  1.6290342 -0.0016406  0.9999985  0.0017235 -0.0017235  0.9999985 
    4  1628     3  1.6250187 -0.0022846  0.9999992  0.0012955 -0.0012955  0.9999992 
    4  1628     4  1.6252871 -0.0029259  0.9999979  0.0020710 -0.0020710  0.9999979 
    4  1629     1  1.6311370 -0.0020751  0.9999992  0.0012477 -0.0012477  0.9999992 
    4  1629     2  1.6346732 -0.0008201  0.9999996  0.0008787 -0.0008787  0.9999996 
    4  1629     3  1.6314579 -0.0027547  0.9999980  0.0019812 -0.0019812  0.9999980 
    4  1629     4  1.6350621 -0.0014774  0.9999987  0.0016071 -0.0016071  0.9999987 
    4  1630     1  1.6322482 -0.0028605  0.9999978  0.0020775 -0.0020775  0.9999978 
    4  1630     2  1.6319608 -0.0021326  0.9999993  0.0011753 -0.0011753  0.9999993 
    4  1630     3  1.6365333 -0.0014030  0.9999986  0.0016951 -0.0016951  0.9999986 
    4  1630     4  1.6359265 -0.0008602  0.9999996  0.0009071 -0.0009071  0.9999996 
    4  1631     1  1.6296244 -0.0016308  0.9999982  0.0019107 -0.0019107  0.9999982 
    4  1631     2  1.6259028 -0.0028334  0.9999977  0.0021674 -0.0021674  0.9999977 
    4  1631     3  1.6294214 -0.0012320  0.9999994  0.0011326 -0.0011326  0.9999994 
    4  1631     4  1.6256319 -0.0024420  0.9999991  0.0013695 -0.0013695  0.9999991 
    4  1632     1  1.6305930 -0.0027871  0.9999982  0.0018736 -0.0018736  0.9999982 
    4  1632     2  1.6303741 -0.0020810  0.9999993  0.0011515 -0.0011515  0.9999993 
    4  1632     3  1.6341773 -0.0015186  0.9999989  0.0015033 -0.0015033  0.9999989 
    4  1632     4  1.6339196 -0.0008246  0.9999997  0.0007834 -0.0007834  0.9999997 
    4  1633     1  1.6282331 -0.0016898  0.9999987  0.0016144 -0.0016144  0.9999987 
    4  1633     2  1.6245828 -0.0029590  0.9999981  0.0019708 -0.0019708  0.9999981 
    4  1633     3  1.6280182 -0.0010229  0.9999996  0.0008776 -0.0008776  0.9999996 
    4  1633     4  1.6243901 -0.0022824  0.9999992  0.0012300 -0.0012300  0.9999992 
    4  1634     1  1.6274435 -0.0010319  0.9999997  0.0007778 -0.0007778  0.9999997 
    4  1634     2  1.6276037 -0.0017160  0.9999988  0.0015171 -0.0015171  0.9999988 
    4  1634     3  1.6238301 -0.0022863  0.9999994  0.0011290 -0.0011290  0.9999994 
    4  1634     4  1.6239736 -0.0029739  0.9999983  0.0018673 -0.0018673  0.9999983 
    4  1635     1  1.6297488 -0.0021005  0.9999994  0.0010510 -0.0010510  0.9999994 
    4  1635     2  1.6332948 -0.0008569  0.9999998  0.0006951 -0.0006951  0.9999998 
    4  1635     3  1.6299125 -0.0027887  0.9999984  0.0017722 -0.0017722  0.9999984 
    4  1635     4  1.6334768 -0.0015436  0.9999990  0.0014196 -0.0014196  0.9999990 
    4  1636     1  1.6400795 -0.0013366  0.9999990  0.0014006 -0.0014006  0.9999990 
    4  1636     2  1.6365518 -0.0025855  0.9999984  0.0017641 -0.0017641  0.9999984 
    4  1636     3  1.6397596 -0.0006816  0.9999998  0.0007004 -0.0007004  0.9999998 
    4  1636     4  1.6362722 -0.0019258  0.9999994  0.0010692 -0.0010692  0.9999994 
    4  1637     1  1.6390827 -0.0007321  0.9999998  0.0006256 -0.0006256  0.9999998 
    4  1637     2  1.6393102 -0.0013582  0.9999991  0.0013347 -0.0013347  0.9999991 
    4  1637     3  1.6355777 -0.0019507  0.9999995  0.0009659 -0.0009659  0.9999995 
    4  1637     4  1.6357811 -0.0025779  0.9999986  0.0016695 -0.0016695  0.9999986 
    4  1638     1  1.6413678 -0.0017881  0.9999996  0.0008993 -0.0008993  0.9999996 
    4  1638     2  1.6447788 -0.0005862  0.9999998  0.0005537 -0.0005537  0.9999998 
    4  1638     3  1.6415903 -0.0024186  0.9999988  0.0015782 -0.0015782  0.9999988 
    4  1638     4  1.6450152 -0.0012204  0.9999992  0.0012400 -0.0012400  0.9999992 
    4  1639     1  1.6424404 -0.0024222  0.9999986  0.0016620 -0.0016620  0.9999986 
    4  1639     2  1.6421331 -0.0017641  0.9999995  0.0010061 -0.0010061  0.9999995 
    4  1639     3  1.6458085 -0.0012074  0.9999992  0.0012957 -0.0012957  0.9999992 
    4  1639     4  1.6454807 -0.0005417  0.9999998  0.0006284 -0.0006284  0.9999998 
