Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:38:16
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node   sigma_xx   sigma_yy     tau_xy
Units        MPa        MPa        MPa
  578 -0.4146984  0.0000139  0.0272268
  579 -0.4090649  0.0000413  0.0272248
  580 -0.4707604  0.0000276  0.0214547
  581 -0.5217341  0.0000170  0.0149839
  582 -0.5287178  2.73e-006  0.0149866
  583 -0.4771346  0.0000121  0.0214631
  584 -0.4259055  0.0000165  0.0272248
  585 -0.4202716  0.0000439  0.0272238
  586 -0.5730274  0.0000254  0.0077877
  587 -0.5806720  0.0000121  0.0077862
  588 -0.6078893 -0.0022940  0.0038884
  589 -0.6159964 -0.0023260  0.0038891
  590 -0.5883095  0.0000264  0.0077870
  591 -0.5356468  0.0000181  0.0149825
  592 -0.6241025 -0.0023552  0.0038882
  593 -0.6322088 -0.0023872  0.0038887
  594 -0.5959533  0.0000127  0.0077852
  595 -0.5426302  3.70e-006  0.0149845
  596 -0.4833128  0.0000297  0.0214524
  597 -0.4896887  0.0000142  0.0214599
  598 -0.4371110  0.0000196  0.0272207
  599 -0.4314772  0.0000474  0.0272206
  600 -0.4958630  0.0000328  0.0214480
  601 -0.5495571  0.0000198  0.0149795
  602 -0.5565393  5.28e-006  0.0149803
  603 -0.5022398  0.0000176  0.0214537
  604 -0.4483145  0.0000253  0.0272129
  605 -0.4426810  0.0000525  0.0272151
  606 -0.6035894  0.0000275  0.0077856
  607 -0.6112315  0.0000136  0.0077832
  608 -0.6403138 -0.0024164  0.0038875
  609 -0.6484184 -0.0024484  0.0038877
  610 -0.6188648  0.0000288  0.0077827
  611 -0.5634631  0.0000221  0.0149738
  612 -0.6565209 -0.0024775  0.0038861
  613 -0.6646222 -0.0025095  0.0038858
  614 -0.6265037  0.0000147  0.0077794
  615 -0.5704429  7.65e-006  0.0149728
  616 -0.5084094  0.0000373  0.0214397
  617 -0.5147861  0.0000225  0.0214431
  618 -0.4595142  0.0000328  0.0271998
  619 -0.4538820  0.0000598  0.0272047
  620 -0.5209499  0.0000437  0.0214261
  621 -0.5773619  0.0000254  0.0149642
  622 -0.5843373  0.0000112  0.0149605
  623 -0.5273251  0.0000297  0.0214257
  624 -0.4707090  0.0000447  0.0271786
  625 -0.4650787  0.0000701  0.0271882
  626 -0.6341325  0.0000305  0.0077777
  627 -0.6417658  0.0000163  0.0077730
  628 -0.6727202 -0.0025385  0.0038837
  629 -0.6808157 -0.0025704  0.0038827
  630 -0.6493873  0.0000327  0.0077696
  631 -0.5912492  0.0000300  0.0149486
  632 -0.6889062 -0.0025993  0.0038796
  633 -0.6969922 -0.0026312  0.0038776
  634 -0.6570116  0.0000184  0.0077627
  635 -0.5982174  0.0000163  0.0149410
  636 -0.5334811  0.0000527  0.0214043
  637 -0.5398527  0.0000398  0.0213987
  638 -0.4818959  0.0000605  0.0271462
  639 -0.4762690  0.0000845  0.0271616
  640 -0.5459989  0.0000650  0.0213711
  641 -0.6051191  0.0000364  0.0149245
  642 -0.6120765  0.0000234  0.0149115
  643 -0.5523643  0.0000538  0.0213583
  644 -0.4930726  0.0000830  0.0270982
  645 -0.4874505  0.0001043  0.0271223
  646 -0.6646219  0.0000356  0.0077568
  647 -0.6722324  0.0000213  0.0077470
  648 -0.7050707 -0.0026598  0.0038732
  649 -0.7131418 -0.0026916  0.0038696
  650 -0.6798257  0.0000393  0.0077376
  651 -0.6189635  0.0000451  0.0148886
  652 -0.7212019 -0.0027199  0.0038635
  653 -0.7292505 -0.0027514  0.0038578
  654 -0.6874159  0.0000251  0.0077237
  655 -0.6259049  0.0000329  0.0148683
  656 -0.5584975  0.0000816  0.0213223
  657 -0.5648532  0.0000724  0.0212998
  658 -0.5042351  0.0001121  0.0270295
  659 -0.4986197  0.0001307  0.0270643
  660 -0.5709698  0.0001034  0.0212528
  661 -0.6327715  0.0000565  0.0148370
  662 -0.6396905  0.0000455  0.0148070
  663 -0.5773117  0.0000968  0.0212177
  664 -0.5153801  0.0001504  0.0269342
  665 -0.5097731  0.0001650  0.0269834
  666 -0.6949846  0.0000440  0.0077097
  667 -0.7025457  0.0000301  0.0076903
  668 -0.7372834 -0.0027794  0.0038492
  669 -0.7452993 -0.0028104  0.0038406
  670 -0.7100798  0.0000500  0.0076701
  671 -0.6465296  0.0000711  0.0147647
  672 -0.7532930 -0.0028379  0.0038288
  673 -0.7612625 -0.0028684  0.0038165
  674 -0.7176005  0.0000364  0.0076438
  675 -0.6534183  0.0000615  0.0147225
  676 -0.5834072  0.0001311  0.0211568
  677 -0.5897306  0.0001271  0.0211062
  678 -0.5265035  0.0001969  0.0268065
  679 -0.5209069  0.0002081  0.0268723
  680 -0.5958004  0.0001651  0.0210284
  681 -0.6602213  0.0000893  0.0146667
  682 -0.6670706  0.0000812  0.0146096
  683 -0.6021009  0.0001638  0.0209595
  684 -0.5376042  0.0002525  0.0266413
  685 -0.5320183  0.0002601  0.0267266
  686 -0.7250872  0.0000574  0.0076157
  687 -0.7325534  0.0000442  0.0075807
  688 -0.7692016 -0.0028950  0.0038004
  689 -0.7771072 -0.0029247  0.0037834
  690 -0.7399774  0.0000662  0.0075431
  691 -0.6738280  0.0001110  0.0145377
  692 -0.7849720 -0.0029502  0.0037621
  693 -0.7927917 -0.0029787  0.0037393
  694 -0.7473723  0.0000534  0.0074977
  695 -0.6806284  0.0001040  0.0144635
  696 -0.6081409  0.0002047  0.0208625
  697 -0.6144150  0.0002051  0.0207737
  698 -0.5486835  0.0003125  0.0264370
  699 -0.5431068  0.0003192  0.0265415
  700 -0.6204236  0.0002477  0.0206569
  701 -0.6873311  0.0001354  0.0143738
  702 -0.6940743  0.0001289  0.0142815
  703 -0.6266717  0.0002478  0.0205492
  704 -0.5597530  0.0003709  0.0261990
  705 -0.5541784  0.0003805  0.0263193
  706 -0.7547158  0.0000764  0.0074489
  707 -0.7620209  0.0000638  0.0073917
  708 -0.8005581 -0.0030028  0.0037117
  709 -0.8082659 -0.0030296  0.0036821
  710 -0.7692649  0.0000875  0.0073308
  711 -0.7007160  0.0001606  0.0141742
  712 -0.8159057 -0.0030516  0.0036473
  713 -0.8234715 -0.0030760  0.0036100
  714 -0.7764616  0.0000746  0.0072614
  715 -0.7073987  0.0001528  0.0140656
  716 -0.6326527  0.0002888  0.0204158
  717 -0.6388832  0.0002839  0.0202957
  718 -0.5708384  0.0004107  0.0259469
  719 -0.5652504  0.0004329  0.0260702
  720 -0.6448520  0.0003167  0.0201569
  721 -0.7139810  0.0001822  0.0139449
  722 -0.7206120  0.0001694  0.0138279
  723 -0.6510896  0.0002974  0.0200420
  724 -0.5819967  0.0004020  0.0257278
  725 -0.5763621  0.0004545  0.0258265
  726 -0.7835892  0.0000983  0.0071887
  727 -0.7906635  0.0000842  0.0071088
  728 -0.8309532 -0.0030951  0.0035674
  729 -0.8383447 -0.0031160  0.0035223
  730 -0.7976655  0.0001065  0.0070278
  731 -0.7271545  0.0001913  0.0137068
  732 -0.8456363 -0.0031308  0.0034721
  733 -0.8528226 -0.0031464  0.0034201
  734 -0.8046165  0.0000895  0.0069431
  735 -0.7337691  0.0001658  0.0136015
  736 -0.6570844  0.0003083  0.0199244
  737 -0.6633859  0.0002549  0.0198551
  738 -0.5933335  0.0002783  0.0256435
  739 -0.5875913  0.0004003  0.0256565
  740 -0.6694902  0.0002159  0.0198180
  741 -0.7403305  0.0001686  0.0135106
  742 -0.7470205  0.0001120  0.0134640
  743 -0.6759753  0.0000833  0.0198812
  744 -0.6050448 -0.0000917  0.0259028
  745 -0.5990847  0.0001781  0.0257091
  746 -0.8115049  0.0001074  0.0068632
  747 -0.8183639  0.0000821  0.0067892
  748 -0.8598959 -0.0031548  0.0033642
  749 -0.8668549 -0.0031625  0.0033089
  750 -0.8252015  0.0000869  0.0067363
  751 -0.7537411  0.0000629  0.0134769
  752 -0.8736987 -0.0031604  0.0032538
  753 -0.8804371 -0.0031540  0.0032055
  754 -0.8320820  0.0000421  0.0067144
  755 -0.7607255 -0.0000748  0.0136107
  756 -0.6823558 -0.0000794  0.0200530
  757 -0.6892605 -0.0004280  0.0204606
  758 -0.6173792 -0.0010848  0.0269598
  759 -0.6110451 -0.0004445  0.0262829
  760 -0.6961989 -0.0008950  0.0211689
  761 -0.7679443 -0.0002455  0.0139168
  762 -0.7756957 -0.0006353  0.0145391
  763 -0.7038275 -0.0017846  0.0224162
  764 -0.6306770 -0.0034931  0.0297530
  765 -0.6238122 -0.0019621  0.0280289
  766 -0.8390640  0.0000157  0.0067536
  767 -0.8462927 -0.0000903  0.0068934
  768 -0.8870846 -0.0031311  0.0031663
  769 -0.8936789 -0.0031007  0.0031511
  770 -0.8539879 -0.0002562  0.0072423
  771 -0.7842052 -0.0012691  0.0157115
  772 -0.9002992 -0.0030472  0.0031891
  773 -0.9071065 -0.0029607  0.0033219
  774 -0.8625906 -0.0005935  0.0079719
  775 -0.7940731 -0.0024897  0.0178361
  776 -0.7120258 -0.0032338  0.0244778
  777 -0.7212608 -0.0058993  0.0278793
  778 -0.6451200 -0.0101784  0.0362255
  779 -0.6377293 -0.0059605  0.0323518
  780 -0.7313548 -0.0109295  0.0334751
  781 -0.8059837 -0.0050054  0.0218204
  782 -0.8208185 -0.0107009  0.0294475
  783 -0.7414672 -0.0209638  0.0424769
  784 -0.6567323 -0.0300202  0.0487947
  785 -0.6519678 -0.0174059  0.0417523
  786 -0.8729420 -0.0013499  0.0094972
  787 -0.8868973 -0.0032627  0.0129916
  788 -0.9144244 -0.0028664  0.0036924
  789 -0.9231508 -0.0026923  0.0045593
  790 -0.9083110 -0.0092959  0.0212180
  791 -0.8385088 -0.0249060  0.0447541
  792 -0.9355324 -0.0039534  0.0080312
  793 -0.9647457 -0.0069659  0.0176788
  794 -0.9468781 -0.0318050  0.0480633
  795 -0.8472781 -0.0656764  0.0702598
  796 -0.7474857 -0.0417785  0.0551413
  797 -0.7428862 -0.0826229  0.0643261
  798 -0.6508982 -0.0808487  0.0543799
  799 -0.6566702 -0.0510637  0.0550470
  800 -0.7298068 -0.1356420  0.0511033
  801 -0.6429590 -0.1104165  0.0402160
  802 -0.8301235 -0.1630378  0.0757020
  803 -0.8181858 -0.2384163  0.0075082
  804 -0.7244667 -0.1624995  0.0107633
  805 -0.6408358 -0.1234713  0.0136555
  806 -0.9589608 -0.1472965  0.0955168
  807 -1.0711200 -0.1284490  0.1308157
  808 -1.2347678 -0.5561769  0.0019430
  809 -0.9883284 -0.4073361  0.0039001
  810 -0.7360786 -0.1356420 -0.0295904
  811 -0.8370729 -0.1630366 -0.0607045
  812 -0.8611860 -0.0656804 -0.0552551
  813 -0.7554240 -0.0826242 -0.0428184
  814 -0.6620867 -0.0808442 -0.0270865
  815 -0.6485554 -0.1104171 -0.0129112
  816 -0.9665987 -0.1472980 -0.0877181
  817 -0.9621585 -0.0318052 -0.0402595
  818 -1.0792254 -0.1284799 -0.1269258
  819 -0.9809568 -0.0070263 -0.0137931
  820 -0.9311667 -0.0092897 -0.0134332
  821 -0.9598393 -0.0040415 -0.0041486
  822 -0.9555656 -0.0028268 -0.0006663
  823 -0.9173945 -0.0032943 -0.0052305
  824 -0.8486060 -0.0106835 -0.0144674
  825 -0.8592750 -0.0248745 -0.0297505
  826 -0.7662325 -0.0418076 -0.0336609
  827 -0.7664785 -0.0210080 -0.0210187
  828 -0.6790576 -0.0300307 -0.0215180
  829 -0.6734560 -0.0510548 -0.0277640
  830 -0.7626657 -0.0109423 -0.0119962
  831 -0.6798720 -0.0174311 -0.0144959
  832 -0.8406662 -0.0049841 -0.0068189
  833 -0.8358038 -0.0024962 -0.0028374
  834 -0.7589086 -0.0058935 -0.0063932
  835 -0.6786473 -0.0101768 -0.0089754
  836 -0.9110897 -0.0013572 -0.0017175
  837 -0.9549494 -0.0030084  0.0001981
  838 -0.9557400 -0.0031470  0.0005637
  839 -0.9084277 -0.0005970 -0.0001889
  840 -0.7559479 -0.0032393 -0.0029975
  841 -0.8328938 -0.0012710 -0.0007135
  842 -0.8312788 -0.0006346  0.0004490
  843 -0.7539364 -0.0017615 -0.0009363
  844 -0.6754226 -0.0034888 -0.0024980
  845 -0.6769197 -0.0059777 -0.0051005
  846 -0.9074680 -0.0002544  0.0005437
  847 -0.9074111 -0.0000836  0.0008885
  848 -0.9570331 -0.0032614  0.0006981
  849 -0.9585153 -0.0033442  0.0007347
  850 -0.9078252  6.65e-006  0.0010334
  851 -0.8304722 -0.0002650  0.0010640
  852 -0.9600244 -0.0034098  0.0007215
  853 -0.9614849 -0.0034588  0.0006855
  854 -0.9084826  0.0000503  0.0010744
  855 -0.8302304 -0.0000746  0.0013762
  856 -0.7526428 -0.0008599  0.0002873
  857 -0.7519463 -0.0004046  0.0010004
  858 -0.6733490 -0.0010851  0.0002719
  859 -0.6741489 -0.0019791 -0.0008049
  860 -0.7513989 -0.0000795  0.0013997
  861 -0.8302583  0.0000644  0.0015014
  862 -0.8304994  0.0001110  0.0015204
  863 -0.7513117  0.0000845  0.0015786
  864 -0.6722917 -0.0000840  0.0013176
  865 -0.6726749 -0.0004375  0.0009468
  866 -0.9092434  0.0000923  0.0010483
  867 -0.9100451  0.0000830  0.0009947
  868 -0.9628543 -0.0034953  0.0006332
  869 -0.9641142 -0.0035303  0.0005783
  870 -0.9108258  0.0001111  0.0009226
  871 -0.8307617  0.0001701  0.0014708
  872 -0.9652588 -0.0035527  0.0005230
  873 -0.9662904 -0.0035749  0.0004682
  874 -0.9115784  0.0000914  0.0008419
  875 -0.8311619  0.0001657  0.0013838
  876 -0.7510869  0.0002165  0.0016341
  877 -0.7512778  0.0002568  0.0016081
  878 -0.6717890  0.0002867  0.0015837
  879 -0.6719333  0.0001706  0.0015124
  880 -0.7512356  0.0003151  0.0015278
  881 -0.8314990  0.0001950  0.0012751
  882 -0.8319184  0.0001701  0.0011569
  883 -0.7515374  0.0002997  0.0014191
  884 -0.6716595  0.0004040  0.0014956
  885 -0.6716457  0.0004105  0.0015633
  886 -0.9122671  0.0001117  0.0007585
  887 -0.9129061  0.0000868  0.0006761
  888 -0.9672092 -0.0035895  0.0004154
  889 -0.9680230 -0.0036056  0.0003659
  890 -0.9134713  0.0001040  0.0005973
  891 -0.8322379  0.0001860  0.0010366
  892 -0.9687365 -0.0036150  0.0003200
  893 -0.9693598 -0.0036268  0.0002782
  894 -0.9139847  0.0000774  0.0005234
  895 -0.8326183  0.0001532  0.0009193
  896 -0.7515557  0.0003225  0.0012952
  897 -0.7518870  0.0002863  0.0011659
  898 -0.6717103  0.0004139  0.0012773
  899 -0.6716226  0.0004636  0.0013953
  900 -0.7519102  0.0002956  0.0010365
  901 -0.8328856  0.0001648  0.0008074
  902 -0.8332074  0.0001294  0.0007034
  903 -0.7522318  0.0002507  0.0009124
  904 -0.6718329  0.0003746  0.0010249
  905 -0.6717186  0.0004438  0.0011515
  906 -0.9144274  0.0000939  0.0004553
  907 -0.9148245  0.0000669  0.0003932
  908 -0.9698989 -0.0036327  0.0002402
  909 -0.9703642 -0.0036416  0.0002061
  910 -0.9151587  0.0000835  0.0003372
  911 -0.8334134  0.0001400  0.0006077
  912 -0.9707613 -0.0036450  0.0001757
  913 -0.9711000 -0.0036519  0.0001489
  914 -0.9154564  0.0000568  0.0002872
  915 -0.8336748  0.0001046  0.0005213
  916 -0.7522346  0.0002552  0.0007953
  917 -0.7525310  0.0002081  0.0006878
  918 -0.6719713  0.0003163  0.0007868
  919 -0.6718537  0.0003923  0.0009021
  920 -0.7525054  0.0002129  0.0005897
  921 -0.8338230  0.0001160  0.0004438
  922 -0.8340305  0.0000818  0.0003752
  923 -0.7527730  0.0001671  0.0005020
  924 -0.6721000  0.0002568  0.0005825
  925 -0.6719893  0.0003321  0.0006800
  926 -0.9157007  0.0000740  0.0002430
  927 -0.9159179  0.0000479  0.0002041
  928 -0.9713851 -0.0036537  0.0001253
  929 -0.9716253 -0.0036591  0.0001048
  930 -0.9160909  0.0000658  0.0001703
  931 -0.8341289  0.0000948  0.0003148
  932 -0.9718246 -0.0036596  0.0000870
  933 -0.9719906 -0.0036640  0.0000717
  934 -0.9162454  0.0000404  0.0001410
  935 -0.8342915  0.0000622  0.0002623
  936 -0.7527184  0.0001740  0.0004237
  937 -0.7529588  0.0001307  0.0003553
  938 -0.6722074  0.0002015  0.0004174
  939 -0.6721079  0.0002742  0.0004948
  940 -0.7528786  0.0001407  0.0002954
  941 -0.8343499  0.0000771  0.0002168
  942 -0.8344771  0.0000463  0.0001778
  943 -0.7530959  0.0001007  0.0002437
  944 -0.6722920  0.0001554  0.0002896
  945 -0.6722038  0.0002233  0.0003492
  946 -0.9163637  0.0000591  0.0001159
  947 -0.9164711  0.0000345  0.0000945
  948 -0.9721259 -0.0036636  0.0000586
  949 -0.9722373 -0.0036673  0.0000476
  950 -0.9165489  0.0000538  0.0000764
  951 -0.8345045  0.0000629  0.0001445
  952 -0.9723262 -0.0036663  0.0000382
  953 -0.9723984 -0.0036695  0.0000304
  954 -0.9166217  0.0000298  0.0000611
  955 -0.8346048  0.0000337  0.0001165
  956 -0.7529947  0.0001137  0.0001993
  957 -0.7531934  0.0000765  0.0001617
  958 -0.6723549  0.0001173  0.0001943
  959 -0.6722772  0.0001813  0.0002381
  960 -0.7530759  0.0000926  0.0001298
  961 -0.8346091  0.0000519  0.0000929
  962 -0.8346898  0.0000242  0.0000733
  963 -0.7532606  0.0000582  0.0001032
  964 -0.6724005  0.0000887  0.0001256
  965 -0.6723310  0.0001481  0.0001572
  966 -0.9166703  0.0000497  0.0000484
  967 -0.9167186  0.0000263  0.0000379
  968 -0.9724546 -0.0036680  0.0000239
  969 -0.9724995 -0.0036708  0.0000186
  970 -0.9167468  0.0000467  0.0000292
  971 -0.8346774  0.0000437  0.0000570
  972 -0.9725333 -0.0036691  0.0000142
  973 -0.9725598 -0.0036717  0.0000106
  974 -0.9167783  0.0000237  0.0000222
  975 -0.8347441  0.0000171  0.0000438
  976 -0.7531307  0.0000767  0.0000810
  977 -0.7533050  0.0000444  0.0000628
  978 -0.6724317  0.0000664  0.0000776
  979 -0.6723689  0.0001228  0.0000991
  980 -0.7531664  0.0000651  0.0000479
  981 -0.8347201  0.0000377  0.0000330
  982 -0.8347773  0.0000121  0.0000243
  983 -0.7533334  0.0000347  0.0000358
  984 -0.6724529  0.0000511  0.0000451
  985 -0.6723947  0.0001042  0.0000599
  986 -0.9167926  0.0000445  0.0000165
  987 -0.9168128  0.0000219  0.0000119
  988 -0.9725786 -0.0036697  7.80e-006
  989 -0.9725932 -0.0036721  5.54e-006
  990 -0.9168181  0.0000430  8.31e-006
  991 -0.8347454  0.0000336  0.0000173
  992 -0.9726025 -0.0036701  3.76e-006
  993 -0.9726095 -0.0036724  2.38e-006
  994 -0.9168311  0.0000206  5.50e-006
  995 -0.8347962  8.64e-006  0.0000119
  996 -0.7531885  0.0000568  0.0000260
  997 -0.7533505  0.0000277  0.0000184
  998 -0.6724661  0.0000395  0.0000240
  999 -0.6724115  0.0000909  0.0000332
 1000 -0.7532015  0.0000511  0.0000124
 1001 -0.8347592  0.0000307  7.69e-006
 1002 -0.8348060  6.33e-006  4.45e-006
 1003 -0.7533602  0.0000232  7.72e-006
 1004 -0.6724744  0.0000324  0.0000109
 1005 -0.6724220  0.0000817  0.0000168
 1006 -0.9168307  0.0000420  3.34e-006
 1007 -0.9168393  0.0000198  1.71e-006
 1008 -0.9726130 -0.0036703  1.33e-006
 1009 -0.9726156 -0.0036725  5.50e-007
 1010 -0.9168355  0.0000413  4.98e-007
 1011 -0.8347659  0.0000288  2.02e-006
 1012 -0.9726157 -0.0036703 -2.18e-008
 1013 -0.9726159 -0.0036725 -4.23e-007
 1014 -0.9168416  0.0000192 -3.67e-007
 1015 -0.8348102  4.80e-006  2.54e-007
 1016 -0.7532085  0.0000474  4.15e-006
 1017 -0.7533650  0.0000200  1.57e-006
 1018 -0.6724788  0.0000270  3.15e-006
 1019 -0.6724282  0.0000755  6.29e-006
 1020 -0.7532118  0.0000450 -2.87e-007
 1021 -0.8347682  0.0000276 -9.94e-007
 1022 -0.8348111  3.88e-006 -1.85e-006
 1023 -0.7533670  0.0000182 -1.65e-006
 1024 -0.6724814  0.0000244 -1.04e-006
 1025 -0.6724315  0.0000716  8.78e-007
 1026 -0.9168359  0.0000409 -9.64e-007
 1027 -0.9168407  0.0000189 -1.35e-006
 1028 -0.9726143 -0.0036703 -6.92e-007
 1029 -0.9726133 -0.0036725 -8.60e-007
 1030 -0.9168341  0.0000406 -1.59e-006
 1031 -0.8347681  0.0000269 -2.40e-006
 1032 -0.9726110 -0.0036703 -9.50e-007
 1033 -0.9726096 -0.0036725 -9.81e-007
 1034 -0.9168383  0.0000187 -1.69e-006
 1035 -0.8348103  3.32e-006 -2.68e-006
 1036 -0.7532128  0.0000435 -2.56e-006
 1037 -0.7533673  0.0000170 -3.05e-006
 1038 -0.6724821  0.0000220 -2.98e-006
 1039 -0.6724331  0.0000691 -2.40e-006
 1040 -0.7532126  0.0000427 -3.27e-006
 1041 -0.8347668  0.0000265 -2.79e-006
 1042 -0.8348088  3.05e-006 -2.78e-006
 1043 -0.7533668  0.0000165 -3.38e-006
 1044 -0.6724826  0.0000214 -3.58e-006
 1045 -0.6724337  0.0000677 -3.23e-006
 1046 -0.9168314  0.0000405 -1.71e-006
 1047 -0.9168354  0.0000186 -1.66e-006
 1048 -0.9726071 -0.0036703 -9.69e-007
 1049 -0.9726057 -0.0036724 -9.29e-007
 1050 -0.9168286  0.0000404 -1.57e-006
 1051 -0.8347652  0.0000263 -2.68e-006
 1052 -0.9726034 -0.0036702 -8.68e-007
 1053 -0.9726023 -0.0036724 -7.94e-007
 1054 -0.9168327  0.0000186 -1.45e-006
 1055 -0.8348071  2.88e-006 -2.49e-006
 1056 -0.7532119  0.0000422 -3.35e-006
 1057 -0.7533659  0.0000161 -3.13e-006
 1058 -0.6724821  0.0000204 -3.44e-006
 1059 -0.6724336  0.0000670 -3.75e-006
 1060 -0.7532109  0.0000420 -2.85e-006
 1061 -0.8347635  0.0000262 -2.27e-006
 1062 -0.8348055  2.86e-006 -2.03e-006
 1063 -0.7533650  0.0000161 -2.60e-006
 1064 -0.6724820  0.0000207 -2.91e-006
 1065 -0.6724333  0.0000666 -3.03e-006
 1066 -0.9168260  0.0000404 -1.31e-006
 1067 -0.9168304  0.0000186 -1.16e-006
 1068 -0.9726002 -0.0036702 -7.12e-007
 1069 -0.9725994 -0.0036724 -6.27e-007
 1070 -0.9168240  0.0000404 -1.01e-006
 1071 -0.8347620  0.0000262 -1.78e-006
 1072 -0.9725977 -0.0036701 -5.43e-007
 1073 -0.9725972 -0.0036723 -4.58e-007
 1074 -0.9168286  0.0000186 -8.54e-007
 1075 -0.8348042  2.83e-006 -1.51e-006
 1076 -0.7532101  0.0000420 -2.33e-006
 1077 -0.7533642  0.0000160 -1.96e-006
 1078 -0.6724814  0.0000201 -2.22e-006
 1079 -0.6724329  0.0000665 -2.75e-006
 1080 -0.7532093  0.0000420 -1.59e-006
 1081 -0.8347609  0.0000262 -1.24e-006
 1082 -0.8348033  2.87e-006 -9.92e-007
 1083 -0.7533636  0.0000161 -1.30e-006
 1084 -0.6724813  0.0000206 -1.48e-006
 1085 -0.6724326  0.0000665 -1.68e-006
 1086 -0.9168224  0.0000404 -7.02e-007
 1087 -0.9168273  0.0000186 -5.56e-007
 1088 -0.9725958 -0.0036701 -3.75e-007
 1089 -0.9725957 -0.0036723 -2.97e-007
 1090 -0.9168214  0.0000404 -4.15e-007
 1091 -0.8347602  0.0000262 -7.47e-007
 1092 -0.9725946 -0.0036701 -2.20e-007
 1093 -0.9725948 -0.0036723 -1.45e-007
 1094 -0.9168265  0.0000186 -2.73e-007
 1095 -0.8348027  2.86e-006 -4.89e-007
 1096 -0.7532088  0.0000420 -1.01e-006
 1097 -0.7533632  0.0000160 -6.43e-007
 1098 -0.6724809  0.0000202 -7.37e-007
 1099 -0.6724323  0.0000665 -1.28e-006
 1100 -0.7532086  0.0000420 -2.81e-007
 1101 -0.8347598  0.0000262 -2.35e-007
 1102 -0.8348025  2.89e-006  4.61e-012
 1103 -0.7533631  0.0000161  6.23e-012
 1104 -0.6724810  0.0000207  7.34e-012
 1105 -0.6724322  0.0000665 -1.93e-007
 1106 -0.9168209  0.0000404 -1.34e-007
 1107 -0.9168263  0.0000186  2.48e-012
 1108 -0.9725940 -0.0036701 -7.15e-008
 1109 -0.9725945 -0.0036723  1.24e-012
 1110 -0.9168209  0.0000404  1.34e-007
 1111 -0.8347598  0.0000262  2.35e-007
 1112 -0.9725940 -0.0036701  7.15e-008
 1113 -0.9725948 -0.0036723  1.45e-007
 1114 -0.9168265  0.0000186  2.73e-007
 1115 -0.8348027  2.86e-006  4.89e-007
 1116 -0.7532086  0.0000420  2.81e-007
 1117 -0.7533632  0.0000160  6.43e-007
 1118 -0.6724809  0.0000202  7.37e-007
 1119 -0.6724322  0.0000665  1.93e-007
 1120 -0.7532088  0.0000420  1.01e-006
 1121 -0.8347602  0.0000262  7.47e-007
 1122 -0.8348033  2.87e-006  9.92e-007
 1123 -0.7533636  0.0000161  1.30e-006
 1124 -0.6724813  0.0000206  1.48e-006
 1125 -0.6724323  0.0000665  1.28e-006
 1126 -0.9168214  0.0000404  4.15e-007
 1127 -0.9168273  0.0000186  5.56e-007
 1128 -0.9725946 -0.0036701  2.20e-007
 1129 -0.9725957 -0.0036723  2.97e-007
 1130 -0.9168224  0.0000404  7.02e-007
 1131 -0.8347609  0.0000262  1.24e-006
 1132 -0.9725958 -0.0036701  3.75e-007
 1133 -0.9725972 -0.0036723  4.58e-007
 1134 -0.9168286  0.0000186  8.54e-007
 1135 -0.8348042  2.83e-006  1.51e-006
 1136 -0.7532093  0.0000420  1.59e-006
 1137 -0.7533642  0.0000160  1.96e-006
 1138 -0.6724814  0.0000201  2.22e-006
 1139 -0.6724326  0.0000665  1.68e-006
 1140 -0.7532101  0.0000420  2.33e-006
 1141 -0.8347620  0.0000262  1.78e-006
 1142 -0.8348055  2.86e-006  2.03e-006
 1143 -0.7533650  0.0000161  2.60e-006
 1144 -0.6724820  0.0000207  2.91e-006
 1145 -0.6724329  0.0000665  2.75e-006
 1146 -0.9168240  0.0000404  1.01e-006
 1147 -0.9168304  0.0000186  1.16e-006
 1148 -0.9725977 -0.0036701  5.43e-007
 1149 -0.9725994 -0.0036724  6.27e-007
 1150 -0.9168260  0.0000404  1.31e-006
 1151 -0.8347635  0.0000262  2.27e-006
 1152 -0.9726002 -0.0036702  7.12e-007
